id,number,title,state,created_at,closed_at,labels
2724433522,4976,[Bug] Captivate only checks the Pokemon on the Left Side's Gender to Determine Success,open,2024-12-07T07:08:28Z,,"['Move', 'P2 Bug']"
2724038002,4975,[Bug] Zygarde Ability Swap?,closed,2024-12-06T22:29:00Z,2024-12-06T22:34:21Z,['Triage']
2721871976,4974,[Bug] Long Reach does not Prevent Contact against Contact-Required Moves ,open,2024-12-06T02:05:40Z,,"['Ability', 'P2 Bug']"
2719596549,4972,[Bug] Status-Prevention Abilities do not Cure Status ,open,2024-12-05T07:28:53Z,,"['Ability', 'P2 Bug']"
2716677205,4970,[Bug] Expanding Force does not Play animation for Both Targets when Multi-Target,open,2024-12-04T06:25:38Z,,"['Sprite/Animation', 'P3 Bug']"
2716666264,4969,[Bug] Expanding Force does not Consider Terrain Status at Time of Usage,open,2024-12-04T06:18:07Z,,"['Move', 'P2 Bug']"
2714145391,4963,"[Bug] Destiny Bond, Innards Out Crashes when Activated while Future Sight User not on Field",open,2024-12-03T06:46:43Z,,"['Move', 'Ability', 'P1 Bug']"
2709762496,4958,[Bug] Speed/Turn Order Changes are not Considered after Every Move ,open,2024-12-01T19:56:37Z,,"['Move', 'Ability', 'P2 Bug']"
2709677622,4957,[Feature] Possibility for download as rom/gba-file etc.,closed,2024-12-01T18:55:47Z,2024-12-02T01:47:19Z,['Enhancement']
2709184503,4955,[Bug] Water Compaction doesn't work with Water Absorb,open,2024-12-01T13:15:42Z,,['Triage']
2706221787,4950,[Bug] Wimp Out/EE causes Fake Out to fail turn 1 and succeed turn 2 if the player switches out at the start of a battle via Switch Mode,open,2024-11-29T21:33:13Z,,"['Ability', 'P2 Bug']"
2703914607,4948,[Bug] Soothe Bells affecting Rare Candy friendship gain,closed,2024-11-29T05:11:03Z,2024-11-30T06:19:56Z,"['Item', 'P2 Bug']"
2693358482,4940,[Bug] Forms of Secondary Pokemon in Fusions are not Considered when Deciding Type of Variable-Type/Effect Moves,open,2024-11-26T06:41:12Z,,"['Move', 'Item', 'P2 Bug']"
2689610862,4938,[Bug] Forms of Secondary Pokemon in Fusions are not Considered when Determining Spawned TMs,open,2024-11-25T07:43:43Z,,"['Item', 'P2 Bug']"
2688849531,4937,"[Bug] Dondozo can Use Baton Pass, U-Turn, Baton Item, while being Commandeered",open,2024-11-25T02:54:20Z,,"['Ability', 'P2 Bug']"
2686200960,4936,[Feature] Random starter Team (fill points with random unlocked Pokemon),open,2024-11-23T16:16:44Z,,['Enhancement']
2685488194,4934,[Bug] Hustle's Accuracy is not improved by Wide Lens,open,2024-11-23T06:39:29Z,,"['Ability', 'Item', 'P2 Bug']"
2685129623,4933,[Sprite Bug] Female Eevee (partner/normal) lack heart shaped marking on tail ,open,2024-11-23T02:37:40Z,,['Sprite/Animation']
2685092718,4932,[Bug] Cloud Nine and Air Lock do not Suppress Fog Accuracy Reduction,open,2024-11-23T01:44:25Z,,"['Ability', 'P2 Bug']"
2680715425,4930,[Bug] Multi Lens not properly adding extra attack(s) to multi-hit moves.,closed,2024-11-21T19:51:44Z,2024-11-21T19:54:52Z,['Triage']
2679229617,4929,[Bug] Multi lens not working on multi hit moves,closed,2024-11-21T12:00:42Z,2024-11-21T12:40:24Z,['Triage']
2677458738,4927,[Bug] ,closed,2024-11-20T22:59:59Z,2025-01-02T07:48:48Z,[]
2674929611,4925,[Bug] Can't work with ip address,closed,2024-11-20T08:27:41Z,2024-12-21T18:33:20Z,[]
2670909326,4916,[Bug] Future Sight does not have Move Execution on Failure,open,2024-11-19T06:19:17Z,,"['Move', 'P2 Bug']"
2666831432,4904,[Bug] Future Sight is Kept Upon wave Transition and Prevents Usage and Never Hits the Target when Used by the Opponent,open,2024-11-18T01:38:33Z,,"['Move', 'P2 Bug']"
2666503595,4901,[Bug] ME description flies off-screen if you rapidly select and de-select an ME option repeatedly,open,2024-11-17T21:00:39Z,,"['UI/UX', 'Mystery Encounter', 'P3 Bug']"
2666250898,4898,[Bug] Honey Gather activating after Run Away,closed,2024-11-17T18:16:33Z,2024-11-29T21:29:56Z,"['Ability', 'P2 Bug']"
2665227807,4893,[Bug] Set-Party Trainers can Spawn with Duplicates of their Signature Pokemon,closed,2024-11-17T04:24:08Z,2025-01-15T01:25:19Z,['P2 Bug']
2665213799,4892,[Bug] Self-Acupressure does not function through Substitute,open,2024-11-17T03:40:08Z,,"['Move', 'P2 Bug']"
2665055230,4889,[Bug] Hitting Return when renaming pokemon on iPhone spams A button,open,2024-11-16T23:02:35Z,,"['UI/UX', 'P2 Bug']"
2664931207,4886,[P1] Crash when replacing a field Pokemon with a catch if Imprison is active,closed,2024-11-16T21:08:17Z,2024-11-17T21:35:15Z,"['Move', 'P1 Bug']"
2664861987,4885,[UI Bug] Gluttony shows activation flyout each turn when holding non-pinch berries,open,2024-11-16T19:55:09Z,,"['Ability', 'P2 Bug']"
2662797226,4878,[Bug] Game stuck after future sight(?),closed,2024-11-15T18:37:47Z,2024-11-15T18:45:38Z,['Triage']
2659536007,4868,[Bug] Game stuck after catch/release,open,2024-11-14T17:31:10Z,,[]
2657512959,4867,[Bug] Octolock bypasses Ghost Invulnerability to lower Stats,closed,2024-11-14T04:16:49Z,2024-11-30T10:06:10Z,"['Move', 'P2 Bug']"
2657424072,4865,[Bug] Gmax Partner Eevee and Pikachu Revert to Base Forme after Max Mushrooms are Deactivated,open,2024-11-14T03:17:47Z,,['P2 Bug']
2657404323,4864,[Bug] Gigantamax Urshifu-Water has Urshifu-Dark's Relearn Moveset,closed,2024-11-14T02:58:44Z,2025-01-21T22:34:20Z,['P2 Bug']
2647861155,4844,[Bug]  shiny teirs not working on mobile ,open,2024-11-11T01:08:10Z,,['Sprite/Animation']
2645839435,4832,[Bug] Game freezes after finishing battle against Forretress with Iron Barbs,closed,2024-11-09T09:14:49Z,2024-11-17T10:15:53Z,"['Triage', 'Beta']"
2645263206,4825,[Bug] Parental Bond/Double Battles,closed,2024-11-08T22:11:46Z,2024-11-08T22:17:20Z,['Triage']
2643647244,4822,[Bug] Lycanroc dusk form evolution,closed,2024-11-08T10:44:59Z,2024-11-08T11:50:08Z,['Triage']
2642591986,4817,[Bug] Rapidly changing summary screens queues up pokemon cries and can temporarily freeze game ,open,2024-11-08T01:31:04Z,,"['P2 Bug', 'Audio']"
2642481950,4815,[Feature] Better Readability for Stat Increases/Decreases of Natures in Summary,open,2024-11-07T23:56:32Z,,"['Enhancement', 'Triage']"
2640604641,4810,[Feature] Mark just-hatched Pokémon as Favorites on egg screen,open,2024-11-07T10:39:34Z,,"['Enhancement', 'Triage']"
2639355407,4807,[QoL Feature] Accurately display move power in move selector screen,open,2024-11-06T22:13:15Z,,"['Enhancement', 'Triage']"
2634310025,4796,[Bug] Future Sight hits instantly when used indirectly,open,2024-11-05T03:16:17Z,,"['Move', 'P2 Bug']"
2630988876,4780,[Feature] Discard/Sell Item option,open,2024-11-03T05:43:22Z,,['Enhancement']
2630977106,4779,"[Bug] Swords of Ruin Reduces, Eviolite Increases Body Press Damage",open,2024-11-03T05:10:24Z,,"['Ability', 'P2 Bug']"
2630117079,4776,[Bug] Binacle tries to learn a move in the middle of move selection,open,2024-11-02T01:58:56Z,,['Triage']
2629977877,4774,[Bug] Battles against wild Aegislash display a message after defeat,closed,2024-11-01T22:43:53Z,2024-11-13T06:28:24Z,"['Ability', 'P3 Bug']"
2629003139,4772,[Bug] Pokerus doesn't show up daily on local download version,closed,2024-11-01T13:08:16Z,2024-11-01T13:28:41Z,['Triage']
2628564763,4771,[Bug] Enemy double battle partner's items display after faint in wild double battles,closed,2024-11-01T08:05:43Z,2024-11-01T20:29:00Z,['Duplicate']
2628228183,4770,[Bug] v1.0.0 system save data failing to migrate,closed,2024-11-01T03:26:08Z,2024-11-18T15:35:02Z,"['Miscellaneous', 'P1 Bug']"
2627412522,4768,"[Bug] Autofilling username and password appears with black text, making it hard to read on the background",open,2024-10-31T17:20:20Z,,"['UI/UX', 'P3 Bug']"
2627232148,4767,User Management,open,2024-10-31T15:59:16Z,,['Enhancement']
2622835240,4764,[Bug] Certain Move and Ability Effects (BattlerTags) Work through Substitute,open,2024-10-30T04:09:14Z,,"['Move', 'Ability', 'P2 Bug']"
2622547595,4760,[Bug] Camouflage Does not Change Typing Based on Current Terrain,closed,2024-10-29T23:52:21Z,2024-11-02T16:48:12Z,"['Move', 'P2 Bug']"
2622374144,4759,Hello i need help with my account please,closed,2024-10-29T21:36:33Z,2024-10-29T21:58:47Z,[]
2618173768,4750,Naganadel disguise,open,2024-10-28T11:41:20Z,,['Triage']
2617319817,4748,[Bug] Moves that add Certain BattlerTags Return Score of NaN,open,2024-10-28T05:10:08Z,,"['Move', 'P2 Bug']"
2617263654,4747,[Bug] u-turn,closed,2024-10-28T04:27:10Z,2024-11-02T04:21:46Z,"['Move', 'P2 Bug']"
2617080196,4745,[Bug] Encore and Disable do not Interact Correctly,closed,2024-10-28T01:55:55Z,2024-11-08T17:35:35Z,"['Move', 'P2 Bug']"
2617049507,4744,[Bug] Freeze Dry Does not Affect Soaked Shedinja,closed,2024-10-28T01:27:06Z,2024-11-05T21:31:48Z,"['Move', 'Ability', 'P2 Bug']"
2616807950,4740,[Bug] The game crashed after a long loading and impossible to open it anymore,closed,2024-10-27T19:19:15Z,2024-10-27T19:47:35Z,['Triage']
2616528272,4737,[Bug] Game freezes after attack lowering stats (e.g Bulldoze) when Mist has been used before,closed,2024-10-27T11:28:49Z,2024-11-18T15:36:05Z,"['Move', 'P1 Bug']"
2615400314,4724,"[Bug] Softlock when only Eligible Pokemon in Challenges becomes Ineligible (Through evolving, Changing forms)",open,2024-10-26T00:29:05Z,,['P1 Bug']
2610188002,4715,[Bug] Healing from Moves Occurs After Damage from Iron Barbs/Rough Skin,open,2024-10-24T01:42:30Z,,"['Move', 'Ability', 'P2 Bug']"
2610171564,4714,[Bug] Seed Sower and Sand Spit do not activate on KO,open,2024-10-24T01:32:04Z,,"['Ability', 'P2 Bug']"
2607287601,4708,[Bug] Once-per-battle Condition does not Function after a Pokémon is Switched Out.,closed,2024-10-23T05:17:40Z,2024-11-09T18:13:14Z,"['Move', 'P2 Bug']"
2606653713,4706,[Bug] Defeats from some Mystery Encounters are not displayed in Run History correctly,closed,2024-10-22T22:29:40Z,2024-12-01T18:57:59Z,"['UI/UX', 'Mystery Encounter', 'P3 Bug']"
2600954701,4696,[Bug] Focus Punch Missing Post-Hit Message,closed,2024-10-20T23:13:18Z,2024-10-20T23:21:28Z,['Duplicate']
2598810137,4691,[Bug] Nightmare does not work properly,closed,2024-10-19T06:35:57Z,2024-10-22T01:41:06Z,"['Move', 'P2 Bug']"
2597847971,4686,[Bug] Status immunity abilities don't heal associated status if the Pokemon is inflicted with the status,closed,2024-10-18T15:36:44Z,2024-12-25T05:44:43Z,['Duplicate']
2596992148,4685,[Question] where are you guys setting the PersistentStats ,closed,2024-10-18T09:33:39Z,2024-10-19T12:44:43Z,['Question']
2595101139,4679,[Bug] Graphical Issue with Pokemon Type Indicators,closed,2024-10-17T15:39:47Z,2024-10-17T15:48:56Z,['Triage']
2591149823,4669,[Bug] No visual updates after lvl decrease by event,closed,2024-10-16T08:55:22Z,2024-11-10T05:35:17Z,"['Mystery Encounter', 'P3 Bug']"
2590617180,4668,[Bug] No Exp Awarded to Party Members with Exp All if Active Pokémon is KO'd with Opponent,open,2024-10-16T04:53:19Z,,"['Item', 'P2 Bug']"
